Whitestone, Alaska			
Latitude: 64 deg 9.6 N, Longitude: 145 deg 52.9 W, Elevation: 310 meters			
Source: Alaska Energy Authority (www.akenergyauthority.org/programwind.html)			
Wind speed measurements are in meters per second.  Direction is degrees from True North.			
			
Timestamp	Spd (30m height)	Spd (20m height)	Dir
10/16 23:00	2.74	2.12	115
10/17 0:00	1.47	1.14	104
10/17 1:00	1.01	0.79	242
10/17 2:00	2.95	2.35	179
10/17 3:00	1.45	1.18	358
10/17 4:00	1.53	1.28	322
10/17 5:00	4.04	3.44	275
10/17 6:00	3.71	3.16	286
10/17 7:00	1.93	1.64	271
10/17 8:00	1.81	1.55	257
10/17 9:00	1.65	1.42	266
10/17 10:00	1.34	1.16	307
10/17 11:00	2.09	1.81	268
10/17 12:00	0.85	0.78	247
10/17 13:00	2.10	1.82	225
10/17 14:00	1.52	1.17	247
10/17 15:00	2.03	1.72	228
10/17 16:00	2.43	2.05	203
10/17 17:00	1.63	0.78	199
10/17 18:00	2.02	1.38	212
10/17 19:00	5.40	4.88	199
10/17 20:00	4.52	4.12	195
10/17 21:00	5.62	5.15	196
10/17 22:00	6.63	6.20	194
10/17 23:00	6.75	6.45	194
10/18 0:00	6.37	6.00	193
10/18 1:00	5.45	5.07	191
10/18 2:00	5.60	5.08	195
10/18 3:00	5.47	4.70	202
10/18 4:00	7.92	7.17	201
10/18 5:00	8.27	7.43	201
10/18 6:00	5.62	4.92	207
10/18 7:00	7.43	6.62	204
10/18 8:00	7.60	6.73	203
10/18 9:00	7.87	7.10	206
10/18 10:00	9.53	8.45	210
10/18 11:00	9.03	7.92	214
10/18 12:00	10.80	9.55	209
10/18 13:00	9.63	8.48	216
10/18 14:00	9.40	8.20	215
10/18 15:00	10.63	9.35	213
10/18 16:00	8.07	7.03	214
10/18 17:00	8.52	7.52	211
10/18 18:00	9.33	8.13	211
10/18 19:00	9.10	7.98	210
10/18 20:00	8.72	7.38	212
10/18 21:00	7.77	6.70	212
10/18 22:00	8.03	6.97	211
10/18 23:00	8.48	7.35	211
10/19 0:00	8.65	7.50	212
10/19 1:00	6.88	5.90	216
10/19 2:00	5.07	4.37	215
10/19 3:00	4.38	3.68	229
10/19 4:00	4.70	4.35	201
10/19 5:00	6.43	5.77	203
10/19 6:00	4.92	4.45	206
10/19 7:00	3.92	3.20	210
10/19 8:00	4.50	3.85	211
10/19 9:00	6.32	5.48	210
10/19 10:00	2.72	2.48	196
10/19 11:00	3.32	2.93	206
10/19 12:00	4.37	3.85	212
10/19 13:00	4.02	3.52	209
10/19 14:00	3.72	3.33	207
10/19 15:00	3.90	3.38	206
10/19 16:00	3.55	3.17	195
10/19 17:00	3.15	2.75	189
10/19 18:00	4.35	3.82	197
10/19 19:00	3.22	2.60	211
10/19 20:00	2.97	2.35	201
10/19 21:00	2.43	1.90	193
10/19 22:00	2.80	2.60	213
10/19 23:00	3.03	2.65	205
10/20 0:00	2.87	2.48	218
10/20 1:00	2.47	2.03	214
10/20 2:00	2.20	1.93	208
10/20 3:00	1.40	1.15	172
10/20 4:00	1.30	1.05	232
10/20 5:00	2.35	1.83	217
10/20 6:00	1.10	0.85	136
10/20 7:00	2.72	2.27	202
10/20 8:00	3.77	3.27	201
10/20 9:00	4.23	3.73	206
10/20 10:00	4.43	4.08	207
10/20 11:00	4.83	4.33	214
10/20 12:00	8.43	7.32	201
10/20 13:00	9.47	8.37	206
10/20 14:00	9.88	9.15	207
10/20 15:00	10.77	9.73	214
10/20 16:00	8.14	6.58	211
10/20 17:00	5.53	4.39	206
10/20 18:00	2.41	1.89	208
10/20 19:00	1.36	1.06	186
10/20 20:00	2.81	2.20	166
10/20 21:00	3.27	2.52	153
10/20 22:00	5.37	4.15	127
10/20 23:00	2.63	2.04	136
10/21 0:00	2.48	1.93	158
10/21 1:00	7.54	5.87	135
10/21 2:00	8.59	6.86	51
10/21 3:00	5.91	4.82	62
10/21 4:00	5.04	4.22	90
10/21 5:00	1.94	1.65	119
10/21 6:00	1.48	1.26	231
10/21 7:00	7.35	6.26	214
10/21 8:00	6.02	5.14	122
10/21 9:00	1.88	1.62	58
10/21 10:00	2.12	1.84	40
10/21 11:00	4.59	3.97	66
10/21 12:00	3.36	2.90	102
10/21 13:00	2.03	1.74	10
10/21 14:00	2.26	1.91	350
10/21 15:00	2.87	2.38	33
10/21 16:00	2.73	2.21	17
10/21 17:00	2.13	1.68	352
10/21 18:00	2.28	1.78	1
10/21 19:00	4.25	3.33	2
10/21 20:00	3.16	2.47	346
10/21 21:00	2.43	1.87	338
10/21 22:00	3.55	2.75	14
10/21 23:00	2.94	2.27	41
10/22 0:00	1.51	1.17	22
10/22 1:00	3.23	2.52	7
10/22 2:00	3.60	2.87	355
10/22 3:00	1.86	1.52	1
10/22 4:00	2.77	2.32	339
10/22 5:00	1.63	1.39	358
10/22 6:00	3.38	2.88	344
10/22 7:00	3.61	3.07	343
10/22 8:00	3.25	2.78	342
10/22 9:00	6.24	5.39	348
10/22 10:00	11.17	9.67	350
10/22 11:00	9.53	8.25	356
10/22 12:00	5.90	5.09	13
10/22 13:00	8.17	7.00	72
10/22 14:00	6.65	5.63	78
10/22 15:00	4.58	3.79	43
10/22 16:00	3.34	2.70	60
10/22 17:00	1.86	1.48	72
10/22 18:00	1.43	1.12	170
10/22 19:00	1.60	1.25	205
10/22 20:00	1.80	1.41	165
10/22 21:00	2.03	1.56	201
10/22 22:00	2.79	2.16	236
10/22 23:00	3.46	2.67	294
10/23 0:00	4.29	3.33	295
10/23 1:00	6.43	5.01	318
10/23 2:00	8.74	6.97	328
10/23 3:00	5.61	4.58	347
10/23 4:00	4.32	3.62	3
10/23 5:00	8.82	7.51	22
10/23 6:00	9.52	8.12	6
10/23 7:00	5.92	5.04	23
10/23 8:00	5.25	4.49	180
10/23 9:00	4.66	4.02	141
10/23 10:00	3.00	2.59	171
10/23 11:00	2.10	1.82	196
10/23 12:00	2.40	2.07	165
10/23 13:00	5.09	4.35	118
10/23 14:00	2.09	1.77	132
10/23 15:00	3.19	2.65	92
10/23 16:00	4.26	3.44	152
10/23 17:00	9.48	7.52	182
10/23 18:00	5.79	4.53	183
10/23 19:00	1.18	0.93	175
10/23 20:00	2.02	1.58	164
10/23 21:00	2.77	2.14	156
10/23 22:00	2.89	2.24	133
10/23 23:00	2.65	2.05	159
10/24 0:00	2.18	1.70	155
10/24 1:00	4.25	3.31	177
10/24 2:00	4.83	3.85	169
10/24 3:00	7.62	6.22	175
10/24 4:00	3.86	3.23	292
10/24 5:00	1.74	1.49	304
10/24 6:00	2.85	2.43	338
10/24 7:00	2.67	2.28	129
10/24 8:00	3.42	2.93	232
10/24 9:00	5.90	5.09	163
10/24 10:00	2.11	1.82	6
10/24 11:00	2.10	1.82	58
10/24 12:00	3.68	3.17	97
10/24 13:00	2.29	1.96	117
10/24 14:00	2.07	1.75	103
10/24 15:00	2.37	1.96	85
10/24 16:00	3.28	2.64	352
10/24 17:00	4.45	3.53	302
10/24 18:00	3.97	3.10	272
10/24 19:00	2.08	1.63	290
10/24 20:00	1.84	1.43	294
10/24 21:00	1.90	1.46	306
10/24 22:00	1.18	0.91	303
10/24 23:00	2.45	1.90	300
10/25 0:00	1.34	1.04	316
10/25 1:00	2.10	1.63	334
10/25 2:00	2.79	2.22	332
10/25 3:00	2.81	2.29	316
10/25 4:00	1.10	0.92	276
10/25 5:00	1.99	1.69	353
10/25 6:00	3.65	3.11	34
10/25 7:00	4.80	4.09	50
10/25 8:00	3.89	3.32	91
10/25 9:00	2.84	2.45	103
10/25 10:00	1.49	1.29	123
10/25 11:00	2.52	2.18	78
10/25 12:00	2.55	2.20	347
10/25 13:00	2.43	2.08	329
10/25 14:00	1.18	0.99	316
10/25 15:00	1.69	1.40	302
10/25 16:00	2.26	1.82	275
10/25 17:00	2.15	1.71	332
10/25 18:00	1.69	1.32	16
10/25 19:00	1.98	1.55	27
10/25 20:00	1.51	1.18	34
10/25 21:00	3.51	2.70	51
10/25 22:00	2.79	2.16	9
10/25 23:00	3.77	2.92	352
10/26 0:00	3.22	2.50	348
10/26 1:00	2.80	2.18	106
10/26 2:00	1.61	1.28	210
10/26 3:00	3.58	2.93	159
10/26 4:00	5.47	4.58	295
10/26 5:00	3.46	2.94	136
10/26 6:00	3.47	2.96	147
10/26 7:00	1.65	1.41	149
10/26 8:00	1.34	1.14	306
10/26 9:00	2.82	2.43	20
10/26 10:00	2.42	2.10	357
10/26 11:00	2.82	2.44	259
10/26 12:00	2.00	1.72	35
10/26 13:00	2.08	1.78	181
10/26 14:00	3.69	3.12	134
10/26 15:00	4.60	3.81	23
10/26 16:00	4.55	3.67	83
10/26 17:00	2.33	1.85	351
10/26 18:00	2.35	1.83	62
10/26 19:00	3.06	2.39	38
10/26 20:00	2.35	1.84	58
10/26 21:00	2.37	1.82	128
10/26 22:00	1.90	1.47	213
10/26 23:00	1.02	0.79	249
10/27 0:00	1.83	1.42	251
10/27 1:00	1.55	1.21	245
10/27 2:00	1.77	1.42	261
10/27 3:00	2.53	2.07	267
10/27 4:00	4.32	3.62	251
10/27 5:00	4.71	4.01	9
10/27 6:00	5.49	4.68	29
10/27 7:00	6.55	5.57	46
10/27 8:00	4.11	3.52	101
10/27 9:00	2.96	2.55	295
10/27 10:00	1.88	1.63	308
10/27 11:00	2.76	2.39	7
10/27 12:00	2.23	1.92	9
10/27 13:00	2.06	1.76	338
10/27 14:00	1.84	1.55	296
10/27 15:00	1.72	1.42	283
10/27 16:00	4.74	3.83	296
10/27 17:00	3.01	2.39	251
10/27 18:00	2.39	1.86	261
10/27 19:00	1.62	1.27	336
10/27 20:00	1.98	1.55	43
10/27 21:00	2.93	2.25	103
10/27 22:00	3.33	2.57	71
10/27 23:00	4.23	3.28	17
10/28 0:00	7.38	5.73	123
10/28 1:00	10.55	8.22	121
10/28 2:00	7.82	6.23	197
10/28 3:00	2.21	1.80	270
10/28 4:00	1.73	1.45	280
10/28 5:00	2.98	2.54	268
10/28 6:00	1.36	1.16	266
10/28 7:00	2.37	2.02	340
10/28 8:00	1.72	1.47	360
10/28 9:00	2.84	2.45	27
10/28 10:00	1.91	1.66	60
10/28 11:00	9.96	8.62	46
10/28 12:00	9.06	7.81	30
10/28 13:00	8.64	7.40	28
10/28 14:00	2.44	2.07	355
10/28 15:00	5.11	4.23	359
10/28 16:00	4.89	3.94	80
10/28 17:00	2.64	2.10	224
10/28 18:00	1.83	1.43	360
10/28 19:00	1.33	1.04	338
10/28 20:00	1.70	1.33	331
10/28 21:00	2.17	1.67	312
10/28 22:00	1.69	1.31	338
10/28 23:00	1.88	1.46	3
10/29 0:00	1.63	1.26	23
10/29 1:00	1.80	1.40	85
10/29 2:00	1.65	1.31	263
10/29 3:00	1.29	1.05	328
10/29 4:00	1.57	1.31	307
10/29 5:00	2.05	1.74	16
10/29 6:00	1.74	1.48	277
10/29 7:00	1.73	1.47	263
10/29 8:00	2.11	1.80	273
10/29 9:00	2.13	1.84	276
10/29 10:00	1.56	1.35	239
10/29 11:00	2.13	1.84	274
10/29 12:00	5.14	4.43	316
10/29 13:00	2.80	2.40	329
10/29 14:00	4.53	3.83	325
10/29 15:00	1.41	1.17	181
10/29 16:00	3.83	3.08	217
10/29 17:00	4.56	3.62	303
10/29 18:00	4.24	3.31	327
10/29 19:00	3.31	2.59	5
10/29 20:00	4.00	3.13	13
10/29 21:00	2.07	1.60	7
10/29 22:00	2.79	2.16	32
10/29 23:00	2.44	1.89	11
10/30 0:00	3.67	2.84	360
10/30 1:00	2.19	1.71	318
10/30 2:00	1.61	1.28	296
10/30 3:00	3.13	2.56	322
10/30 4:00	4.26	3.57	360
10/30 5:00	4.34	3.69	308
10/30 6:00	2.44	2.08	295
10/30 7:00	1.68	1.43	331
10/30 8:00	1.90	1.62	331
10/30 9:00	4.24	3.66	359
10/30 10:00	1.60	1.38	314
10/30 11:00	3.79	3.28	308
10/30 12:00	4.62	3.98	308
10/30 13:00	4.67	4.00	353
10/30 14:00	4.98	4.21	35
10/30 15:00	4.17	3.45	61
10/30 16:00	1.91	1.54	100
10/30 17:00	2.06	1.63	118
10/30 18:00	1.74	1.36	70
10/30 19:00	1.71	1.34	2
10/30 20:00	2.31	1.81	5
10/30 21:00	1.68	1.30	12
10/30 22:00	1.55	1.20	30
10/30 23:00	2.59	2.01	248
10/31 0:00	1.25	0.97	185
10/31 1:00	1.12	0.87	213
10/31 2:00	2.31	1.84	235
10/31 3:00	1.22	1.00	244
10/31 4:00	1.97	1.65	353
10/31 5:00	3.56	3.02	127
10/31 6:00	4.16	3.55	135
10/31 7:00	4.60	3.92	106
10/31 8:00	4.42	3.78	95
10/31 9:00	2.86	2.47	116
10/31 10:00	2.38	2.06	112
10/31 11:00	1.33	1.15	41
10/31 12:00	2.32	2.00	82
10/31 13:00	4.11	3.52	192
10/31 14:00	2.04	1.73	145
10/31 15:00	3.33	2.75	126
10/31 16:00	5.62	4.55	183
10/31 17:00	1.89	1.50	152
10/31 18:00	1.54	1.20	107
10/31 19:00	1.35	1.06	69
10/31 20:00	1.76	1.38	73
10/31 21:00	3.55	2.73	309
10/31 22:00	1.76	1.36	307
10/31 23:00	2.29	1.77	268
11/1 0:00	2.87	2.22	107
11/1 1:00	2.64	2.06	359
11/1 2:00	2.70	2.16	290
11/1 3:00	1.96	1.60	239
11/1 4:00	4.40	3.69	278
11/1 5:00	8.61	7.33	18
11/1 6:00	13.98	11.93	34
11/1 7:00	12.41	10.56	39
11/1 8:00	11.08	9.47	227
11/1 9:00	15.82	13.64	249
11/1 10:00	13.35	11.56	312
11/1 11:00	12.22	10.57	300
11/1 12:00	10.14	8.74	349
11/1 13:00	4.53	3.88	137
11/1 14:00	2.70	2.29	276
11/1 15:00	2.59	2.14	252
11/1 16:00	2.18	1.76	48
11/1 17:00	1.72	1.36	93
11/1 18:00	3.51	2.74	275
11/1 19:00	4.03	3.15	317
11/1 20:00	12.88	10.07	77
11/1 21:00	13.92	10.72	98
11/1 22:00	14.72	11.38	232
11/1 23:00	13.17	10.19	312
11/2 0:00	11.03	8.55	279
11/2 1:00	5.56	4.33	278
11/2 2:00	5.22	4.16	317
11/2 3:00	5.43	4.44	356
11/2 4:00	5.40	4.52	347
11/2 5:00	6.43	5.48	280
11/2 6:00	3.54	3.02	55
11/2 7:00	5.95	5.06	76
11/2 8:00	2.90	2.48	71
11/2 9:00	2.76	2.38	3
11/2 10:00	11.24	9.73	2
11/2 11:00	14.54	12.58	355
11/2 12:00	20.58	17.74	358
11/2 13:00	30.85	26.40	21
11/2 14:00	19.30	16.32	7
11/2 15:00	17.03	14.12	359
11/2 16:00	12.93	10.43	358
11/2 17:00	12.09	9.59	337
11/2 18:00	7.58	5.93	289
11/2 19:00	2.61	2.04	252
11/2 20:00	1.64	1.28	252
11/2 21:00	2.16	1.66	238
11/2 22:00	6.31	4.89	225
11/2 23:00	8.59	6.65	190
11/3 0:00	5.30	4.11	226
11/3 1:00	2.65	2.06	268
11/3 2:00	3.87	3.09	233
11/3 3:00	3.01	2.45	284
11/3 4:00	1.67	1.40	292
11/3 5:00	3.09	2.63	288
11/3 6:00	6.01	5.13	287
11/3 7:00	6.06	5.16	324
11/3 8:00	6.92	5.92	97
11/3 9:00	3.51	3.02	195
11/3 10:00	2.27	1.97	251
11/3 11:00	3.41	2.95	123
11/3 12:00	6.81	5.87	129
11/3 13:00	7.77	6.66	125
11/3 14:00	3.30	2.79	105
11/3 15:00	7.53	6.25	127
11/3 16:00	6.77	5.46	172
11/3 17:00	10.40	8.24	187
11/3 18:00	4.98	3.89	195
11/3 19:00	3.38	2.65	194
11/3 20:00	3.42	2.67	208
11/3 21:00	2.21	1.70	167
11/3 22:00	2.29	1.77	105
11/3 23:00	2.45	1.89	82
11/4 0:00	5.46	4.23	77
11/4 1:00	3.90	3.04	107
11/4 2:00	2.45	1.96	32
11/4 3:00	2.54	2.08	35
11/4 4:00	5.39	4.51	75
11/4 5:00	12.66	10.78	77
11/4 6:00	10.56	9.01	51
11/4 7:00	5.59	4.76	287
11/4 8:00	2.44	2.09	341
11/4 9:00	1.87	1.61	70
11/4 10:00	1.77	1.53	40
11/4 11:00	1.97	1.71	90
11/4 12:00	3.63	3.13	93
11/4 13:00	2.12	1.81	107
11/4 14:00	2.75	2.32	98
11/4 15:00	3.30	2.73	184
11/4 16:00	3.29	2.65	46
11/4 17:00	3.15	2.50	189
11/4 18:00	1.98	1.54	240
11/4 19:00	2.80	2.19	237
11/4 20:00	6.37	4.98	325
11/4 21:00	5.70	4.39	331
11/4 22:00	6.62	5.12	57
11/4 23:00	9.88	7.65	236
11/5 0:00	2.32	1.80	192
11/5 1:00	1.46	1.14	128
11/5 2:00	3.30	2.63	251
11/5 3:00	4.61	3.76	229
11/5 4:00	5.03	4.22	176
11/5 5:00	12.00	10.21	149
11/5 6:00	5.83	4.98	105
11/5 7:00	5.77	4.91	87
11/5 8:00	7.52	6.43	61
11/5 9:00	3.72	3.20	63
11/5 10:00	2.50	2.16	77
11/5 11:00	2.25	1.95	320
11/5 12:00	2.54	2.19	359
11/5 13:00	7.91	6.77	30
11/5 14:00	4.33	3.67	11
11/5 15:00	7.99	6.60	6
11/5 16:00	12.86	10.36	108
11/5 17:00	14.34	11.38	123
11/5 18:00	15.75	12.29	116
11/5 19:00	15.99	12.51	256
11/5 20:00	9.20	7.20	106
11/5 21:00	4.55	3.50	40
11/5 22:00	6.51	5.03	310
11/5 23:00	5.02	3.89	280
11/6 0:00	1.88	1.46	282
11/6 1:00	2.49	1.94	280
11/6 2:00	6.52	5.20	264
11/6 3:00	5.69	4.65	255
11/6 4:00	9.35	7.83	249
11/6 5:00	11.04	9.40	253
11/6 6:00	14.37	12.26	261
11/6 7:00	21.48	18.28	264
11/6 8:00	23.96	20.50	260
11/6 9:00	19.11	16.48	263
11/6 10:00	10.69	9.25	263
11/6 11:00	12.96	11.22	274
11/6 12:00	7.96	6.86	280
11/6 13:00	2.65	2.27	283
11/6 14:00	2.88	2.43	295
11/6 15:00	5.12	4.25	296
11/6 16:00	3.27	2.64	13
11/6 17:00	2.80	2.22	181
11/6 18:00	4.04	3.16	221
11/6 19:00	1.97	1.54	194
11/6 20:00	3.75	2.93	169
11/6 21:00	8.28	6.37	160
11/6 22:00	9.87	7.63	157
11/6 23:00	6.37	4.93	158
11/7 0:00	3.31	2.57	134
11/7 1:00	2.52	1.97	139
11/7 2:00	2.38	1.90	149
11/7 3:00	3.34	2.72	111
11/7 4:00	3.80	3.18	120
11/7 5:00	3.87	3.30	76
11/7 6:00	4.27	3.64	216
11/7 7:00	5.07	4.31	107
11/7 8:00	6.53	5.59	43
11/7 9:00	4.30	3.71	259
11/7 10:00	2.68	2.32	235
11/7 11:00	3.95	3.42	214
11/7 12:00	2.37	2.04	169
11/7 13:00	2.68	2.30	123
11/7 14:00	2.89	2.44	115
11/7 15:00	9.53	7.90	148
11/7 16:00	9.70	7.84	204
11/7 17:00	6.15	4.87	207
11/7 18:00	6.77	5.29	205
11/7 19:00	7.53	5.89	205
11/7 20:00	9.18	8.23	204
11/7 21:00	6.13	5.07	214
11/7 22:00	6.60	5.53	213
11/7 23:00	7.28	6.20	211
11/8 0:00	8.37	7.30	209
11/8 1:00	7.65	6.67	210
11/8 2:00	7.37	6.22	209
11/8 3:00	6.10	5.03	219
11/8 4:00	6.03	5.08	217
11/8 5:00	6.58	5.53	219
11/8 6:00	6.92	5.65	209
11/8 7:00	6.67	5.43	209
11/8 8:00	6.80	5.55	209
11/8 9:00	6.73	5.73	210
11/8 10:00	3.40	2.82	222
11/8 11:00	1.82	1.40	237
11/8 12:00	1.45	1.13	237
11/8 13:00	1.45	1.25	237
11/8 14:00	2.82	2.52	211
11/8 15:00	3.07	2.80	201
11/8 16:00	2.80	2.73	195
11/8 17:00	2.25	1.83	234
11/8 18:00	2.25	1.87	224
11/8 19:00	2.97	2.77	205
11/8 20:00	6.25	6.12	195
11/8 21:00	5.03	4.08	234
11/8 22:00	5.05	4.15	224
11/8 23:00	6.63	6.15	205
11/9 0:00	10.86	8.42	198
11/9 1:00	4.67	3.64	209
11/9 2:00	12.35	9.85	242
11/9 3:00	3.42	2.78	326
11/9 4:00	1.98	1.66	334
11/9 5:00	2.02	1.72	352
11/9 6:00	4.12	3.51	355
11/9 7:00	5.30	4.51	337
11/9 8:00	3.16	2.70	349
11/9 9:00	2.51	2.16	328
11/9 10:00	1.88	1.62	274
11/9 11:00	2.02	1.75	309
11/9 12:00	1.79	1.54	330
11/9 13:00	2.63	2.25	332
11/9 14:00	2.67	2.26	312
11/9 15:00	10.30	8.53	315
11/9 16:00	5.48	4.43	297
11/9 17:00	3.82	3.03	308
11/9 18:00	2.81	2.19	262
11/9 19:00	2.58	2.02	274
11/9 20:00	2.84	2.22	278
11/9 21:00	2.14	1.65	269
11/9 22:00	4.40	3.39	247
11/9 23:00	3.55	2.75	255
11/10 0:00	6.60	5.12	283
11/10 1:00	6.11	4.76	293
11/10 2:00	3.06	2.42	298
11/10 3:00	1.69	1.38	305
11/10 4:00	1.78	1.48	306
11/10 5:00	2.28	1.94	344
11/10 6:00	3.14	2.68	337
11/10 7:00	2.23	1.90	269
11/10 8:00	3.96	3.39	152
11/10 9:00	6.24	5.39	228
11/10 10:00	2.94	2.55	280
11/10 11:00	3.37	2.92	351
11/10 12:00	4.10	3.54	113
11/10 13:00	5.01	4.28	251
11/10 14:00	7.46	6.30	319
11/10 15:00	5.88	4.88	35
11/10 16:00	6.07	4.89	73
11/10 17:00	7.54	5.97	308
11/10 18:00	6.51	5.09	341
11/10 19:00	7.36	5.77	348
11/10 20:00	8.51	6.66	20
11/10 21:00	9.30	7.17	340
11/10 22:00	2.95	2.28	341
11/10 23:00	2.12	1.64	333
11/11 0:00	2.52	1.96	296
11/11 1:00	4.34	3.38	352
11/11 2:00	4.25	3.39	359
11/11 3:00	3.11	2.54	351
11/11 4:00	2.46	2.06	328
11/11 5:00	2.23	1.90	310
11/11 6:00	2.49	2.12	306
11/11 7:00	2.96	2.52	298
11/11 8:00	2.38	2.04	260
11/11 9:00	2.59	2.24	266
11/11 10:00	3.03	2.62	273
11/11 11:00	4.46	3.86	280
11/11 12:00	4.96	4.27	271
11/11 13:00	4.67	4.00	277
11/11 14:00	2.69	2.27	258
11/11 15:00	1.16	0.96	293
11/11 16:00	3.66	2.95	327
11/11 17:00	2.51	1.99	343
11/11 18:00	2.66	2.09	341
11/11 19:00	3.45	2.70	41
11/11 20:00	2.62	2.05	158
11/11 21:00	4.66	3.59	209
11/11 22:00	9.92	7.67	265
11/11 23:00	3.37	2.61	281
11/12 0:00	3.94	3.06	293
11/12 1:00	4.55	3.54	310
11/12 2:00	2.43	1.93	24
11/12 3:00	1.98	1.61	20
11/12 4:00	7.51	6.30	344
11/12 5:00	8.72	7.42	319
11/12 6:00	7.44	6.34	306
11/12 7:00	10.22	8.70	319
11/12 8:00	9.65	8.25	300
11/12 9:00	6.83	5.88	312
11/12 10:00	5.62	4.86	290
11/12 11:00	5.67	4.90	263
11/12 12:00	4.29	3.70	234
11/12 13:00	1.55	1.32	282
11/12 14:00	3.68	3.11	304
11/12 15:00	2.92	2.42	277
11/12 16:00	2.03	1.64	196
11/12 17:00	2.02	1.60	207
11/12 18:00	5.39	4.21	267
11/12 19:00	2.69	2.10	260
11/12 20:00	6.41	5.01	273
11/12 21:00	6.27	4.83	297
11/12 22:00	5.34	4.13	257
11/12 23:00	4.55	3.52	285
11/13 0:00	3.81	2.96	317
11/13 1:00	3.36	2.62	310
11/13 2:00	4.21	3.35	305
11/13 3:00	2.77	2.26	307
11/13 4:00	1.91	1.60	307
11/13 5:00	2.48	2.11	318
11/13 6:00	2.17	1.85	326
11/13 7:00	2.30	1.95	290
11/13 8:00	2.45	2.10	248
11/13 9:00	4.87	4.20	249
11/13 10:00	2.42	2.10	235
11/13 11:00	6.13	5.31	259
11/13 12:00	3.60	3.11	93
11/13 13:00	3.37	2.88	116
11/13 14:00	2.40	2.03	77
11/13 15:00	2.52	2.09	267
11/13 16:00	6.21	4.99	77
11/13 17:00	9.24	7.32	129
11/13 18:00	3.27	2.56	64
11/13 19:00	3.01	2.35	95
11/13 20:00	2.79	2.18	77
11/13 21:00	6.23	4.80	61
11/13 22:00	10.32	7.98	53
11/13 23:00	13.28	10.28	346
11/14 0:00	6.73	5.22	314
11/14 1:00	6.31	4.91	337
11/14 2:00	4.45	3.54	21
11/14 3:00	2.64	2.15	50
11/14 4:00	6.11	5.11	38
11/14 5:00	7.54	6.41	193
11/14 6:00	2.44	2.08	31
11/14 7:00	1.98	1.68	333
11/14 8:00	4.23	3.62	339
11/14 9:00	4.97	4.28	301
11/14 10:00	5.09	4.41	251
11/14 11:00	2.41	2.09	274
11/14 12:00	2.16	1.86	80
11/14 13:00	2.15	1.84	23
11/14 14:00	2.54	2.15	356
11/14 15:00	4.04	3.34	26
11/14 16:00	2.37	1.91	309
11/14 17:00	2.70	2.14	341
11/14 18:00	3.61	2.81	356
11/14 19:00	7.17	5.61	21
11/14 20:00	3.92	3.06	255
11/14 21:00	4.92	3.79	272
11/14 22:00	6.70	5.19	270
11/14 23:00	4.43	3.43	279
11/15 0:00	2.31	1.79	267
11/15 1:00	2.61	2.03	295
11/15 2:00	1.99	1.59	302
11/15 3:00	4.26	3.47	327
11/15 4:00	1.35	1.13	275
11/15 5:00	3.30	2.81	266
11/15 6:00	1.43	1.22	295
11/15 7:00	2.82	2.40	285
11/15 8:00	4.54	3.88	286
11/15 9:00	7.45	6.43	295
11/15 10:00	10.44	9.04	295
11/15 11:00	2.03	1.76	323
11/15 12:00	5.00	4.31	48
11/15 13:00	8.45	7.23	24
11/15 14:00	13.18	11.13	331
11/15 15:00	11.62	9.63	83
11/15 16:00	10.61	8.55	98
11/15 17:00	3.27	2.60	106
11/15 18:00	2.39	1.86	71
11/15 19:00	3.87	3.02	48
11/15 20:00	2.51	1.96	106
11/15 21:00	6.15	4.74	328
11/15 22:00	7.84	6.06	306
11/15 23:00	5.49	4.25	343
11/16 0:00	4.44	3.44	3
11/16 1:00	4.71	3.67	15
11/16 2:00	1.50	1.19	58
11/16 3:00	3.58	2.93	84
11/16 4:00	2.53	2.11	38
11/16 5:00	5.09	4.34	23
11/16 6:00	2.06	1.76	12
11/16 7:00	2.56	2.18	20
11/16 8:00	2.13	1.82	4
11/16 9:00	3.27	2.82	342
11/16 10:00	2.32	2.01	288
11/16 11:00	3.22	2.79	312
11/16 12:00	7.59	6.54	332
11/16 13:00	10.08	8.62	302
11/16 14:00	4.40	3.73	311
11/16 15:00	3.42	2.83	121
11/16 16:00	3.00	2.42	225
11/16 17:00	1.70	1.35	279
11/16 18:00	3.70	2.88	314
11/16 19:00	7.04	5.50	304
11/16 20:00	3.21	2.51	130
11/16 21:00	2.77	2.13	44
11/16 22:00	5.59	4.33	20
11/16 23:00	9.45	7.31	62
11/17 0:00	9.83	7.62	77
11/17 1:00	3.04	2.36	90
11/17 2:00	4.00	3.19	84
11/17 3:00	3.90	3.17	108
11/17 4:00	1.99	1.68	88
11/17 5:00	4.66	3.98	74
11/17 6:00	2.41	2.06	26
11/17 7:00	3.59	3.05	19
11/17 8:00	1.97	1.68	18
11/17 9:00	2.85	2.46	9
11/17 10:00	2.19	1.89	356
11/17 11:00	7.86	6.80	2
11/17 12:00	6.41	5.53	360
11/17 13:00	6.23	5.34	335
11/17 14:00	2.75	2.32	315
11/17 15:00	2.06	1.71	316
11/17 16:00	4.01	3.22	317
11/17 17:00	3.20	2.53	347
11/17 18:00	6.43	5.02	4
11/17 19:00	3.49	2.73	19
11/17 20:00	2.44	1.91	3
11/17 21:00	2.58	1.99	341
11/17 22:00	2.79	2.16	328
11/17 23:00	4.20	3.25	309
